 &p_mat nbnd= 100, nks=   1 /
            0.333333  0.577350  0.000000     28
  1
     0.00000001    -0.00000000    -0.00000003     0.00000004     0.00027686    -0.00053334
     0.00089760     0.00008481     0.00046400    -0.00114069     0.00005632     0.00063731
     0.00060784    -0.00084682     0.00028445     0.00027749     0.00016168     0.00014950
    -0.00025752     0.00018680     0.00147229     0.00112549     0.00156087     0.00062162
    -0.00015104     0.00017474     0.00008363    -0.00037323    -0.00021078    -0.00683688
     0.00099136    -0.00478442     0.00408790    -0.00442726     0.00205872     0.00347111
     0.00061361    -0.00012242    -0.00042414     0.00038866    -0.01052778     0.02829067
    -0.03679366     0.02438261    -0.00462591     0.00968660    -0.00498622     0.00722010
    -0.02028267     0.00432344    -0.01580375     0.00431791     0.02700059     0.00423469
    -0.02686516    -0.05364627     0.00833533    -0.02351362    -0.00042731    -0.01809476
    -0.03148179    -0.02324645    -0.03311397     0.00708603    -0.08751662    -0.09346665
     0.07085241    -0.00406102    -0.00002144     0.00028987    -0.00001840     0.00012070
     0.03411506     0.00732814     0.00940688    -0.01214027    -0.00007214     0.00004530
     0.00008690     0.00010920    -0.00093020    -0.00541619     0.00873950    -0.00851966
    -0.00075340     0.00887025     0.00895674     0.00627073    -0.00867342     0.02429436
    -0.01724089     0.00778645    -0.00198949     0.00761372     0.00323057     0.00266200
     0.00210800    -0.00079756     0.00351865    -0.00032372    -0.00021917     0.00004845
    -0.00003397    -0.00000479     0.00142997     0.01063479     0.00149079    -0.02424579
    -0.00178529    -0.00206324    -0.00351660    -0.00514100    -0.00278278     0.01027021
    -0.00418740     0.00205929    -0.01444697    -0.02323885     0.01275371    -0.00088348
    -0.00210091     0.00204445     0.00428052    -0.00026334    -0.00009927    -0.00254418
     0.00227569    -0.00178363     0.00899876    -0.03316172     0.01011104    -0.00424135
     0.00388461    -0.00126882     0.00111799    -0.00074364     0.01760413    -0.00649506
     0.00997546     0.00048668     0.00352199    -0.01901931    -0.02620507     0.02857329
    -0.00719561    -0.00132934    -0.00065501    -0.00135630     0.00453682     0.00607467
     0.00020386     0.00407002    -0.05123396    -0.00070117     0.00851913     0.03442259
    -0.00203798    -0.00157385     0.00239065     0.00042665    -0.08670443     0.03464240
     0.00375782    -0.03846059     0.00119999     0.07326695     0.03418212     0.00574037
    -0.01087011     0.00865699     0.03687435     0.01551735     0.00534313     0.00217464
    -0.01742282    -0.00488368    -0.00009881    -0.00013851    -0.00017062    -0.00006080
    -0.00048421     0.01967427    -0.01385784     0.03848476    -0.00445456     0.00976854
    -0.05126351     0.00106310    -0.00454496    -0.00228273     0.00134197    -0.00071804
     0.02335381     0.00572980     0.00906270     0.00705689     0.03639519    -0.00289300
    -0.00594078     0.01538729
    -0.00000003    -0.00000004     0.00000002     0.00000000     0.00030480    -0.00084856
    -0.00060046     0.00002392    -0.00041609    -0.00048602    -0.00113978    -0.00046622
    -0.00021533    -0.00033401    -0.00095087     0.00042713    -0.00031212    -0.00006146
    -0.00008403     0.00020361     0.00167358     0.00014792    -0.00182141     0.00034182
    -0.00034395    -0.00016746    -0.00023081     0.00000910     0.00487919     0.00025829
    -0.00655837    -0.00194297    -0.00358889     0.00184574     0.00110912     0.00592292
    -0.00056848     0.00008814    -0.00047911     0.00040248    -0.00290428     0.04404375
     0.01933425    -0.02318154     0.00484754     0.00731401    -0.00444016    -0.00977340
    -0.00956823    -0.01329856     0.01304633     0.01612058     0.01983964    -0.05662200
     0.02624484    -0.00762702    -0.01661049    -0.00718979     0.02492312     0.00110271
    -0.03243309     0.00973912     0.01639331    -0.03553537    -0.06003969     0.03783807
    -0.01697098     0.12691375     0.00008008     0.00009195    -0.00017383    -0.00023219
    -0.01426768     0.00568451     0.00238859    -0.03481151    -0.00007174    -0.00011882
     0.00006713    -0.00005202     0.00977683     0.00730571     0.00021539    -0.00549145
     0.00726674     0.00816959    -0.00872357     0.00177599     0.01138921    -0.01510498
    -0.02560679     0.00311515    -0.00145174     0.00392651    -0.00555028    -0.00557746
     0.00318755    -0.00152449    -0.00221928     0.00039462    -0.00000629    -0.00003376
    -0.00003984     0.00022102     0.02394753     0.00407507     0.01002909     0.00381682
     0.00043484    -0.00621303    -0.00049714     0.00268301     0.00024927    -0.00465941
    -0.00835197     0.00659494     0.00290174     0.01245139     0.02645660     0.00698386
     0.00097450    -0.00417640     0.00236632    -0.00172979    -0.00142612     0.00251490
     0.00253044    -0.00027870     0.01091698     0.00102053    -0.01851370    -0.02894671
    -0.00048734    -0.00125195     0.00244809     0.00327249    -0.00441445    -0.00895933
     0.00104256     0.01873711    -0.01136451     0.03707058    -0.01461168     0.01267098
